"Houston", 45, "UAB", 20
"Louisville", 35, "Memphis", 28
"Texas", 45, "Oklahoma", 35
"Harvard", 38, "Cornell", 17
"Massachusetts", 28, "Northeastern", 24
"Toledo", 13, "Michigan", 10
"William & Mary", 38, "New Hampshire", 34
"Virginia", 35, "East Carolina", 20
"West Virginia", 17, "Syracuse", 6
"Minnesota", 27, "Illinois", 20
"Butler", 56, "Campbell", 7
"Cincinnati", 13, "Rutgers", 10
"Robert Morris", 34, "Duquesne", 27
"Iowa", 45, "Indiana", 9
"Kansas", 30, "Colorado", 14
"South Carolina", 24, "Kentucky", 17
"Yale", 34, "Dartmouth", 7
"Lafayette", 13, "Columbia", 3
"Lehigh", 45, "Fordham", 24
"Holy Cross", 41, "Brown", 34
"Wesley College", 23, "Iona", 12
"Army", 17, "Eastern Michigan", 13
"Hofstra", 45, "Bucknell", 31
"Dayton", 27, "Drake", 9
"Sacred Heart", 41, "St. Francis (PA)", 24
"Monmouth", 31, "Wagner", 17
"Colgate", 27, "Princeton", 24
"Albany", 24, "Central Connecticut State", 22
"Morgan State", 41, "North Carolina A&T", 3
"Presbyterian", 28, "North Carolina Central", 24
"South Carolina State", 24, "Norfolk State", 23
"Virginia Military Institute", 47, "Coastal Carolina", 20
"Utah", 40, "Wyoming", 7
"Pennsylvania", 27, "Georgetown", 7
"Furman", 28, "Western Carolina", 21
"Charleston Southern", 29, "Savannah State", 20
"Elon", 27, "Citadel", 23
"Valparaiso", 35, "Davidson", 29, "(OT)"
"Kansas State", 44, "Texas A&M", 30
"Mississippi State", 17, "Vanderbilt", 14
"Southern Illinois", 60, "Indiana State", 7
"Ohio", 26, "Kent State", 19
"Missouri State", 42, "Youngstown State", 28
"Texas Tech", 37, "Nebraska", 31, "(OT)"
"Towson", 37, "Rhode Island", 32
"South Dakota", 34, "Missouri S&T", 3
"Prairie View A&M", 27, "Alabama State", 6
"Wofford", 56, "Chattanooga", 7
"USC", 28, "Arizona State", 0
"Georgia", 26, "Tennessee", 14
"Ohio State", 16, "Purdue", 3
"North Carolina", 29, "Notre Dame", 24
"Michigan State", 37, "Northwestern", 20
"TCU", 13, "Colorado State", 7
"Georgia Tech", 10, "Gardner-Webb", 7
"James Madison", 38, "Richmond", 31
"Western Michigan", 34, "Buffalo", 28, "(OT)"
"Appalachian State", 35, "Samford", 24
"Weber State", 35, "Montana State", 12
"Liberty", 33, "Stony Brook", 0
"Northern Colorado", 29, "Idaho State", 9
"Miami (FL)", 20, "UCF", 14
"Murray State", 51, "Tennessee Tech", 21
"Grambling State", 27, "Alabama A&M", 9
"Delaware State", 26, "Bethune-Cookman", 20
"New Mexico State", 48, "Nevada", 45
"Northern Illinois", 17, "Miami (OH)", 13
"Central Michigan", 24, "Temple", 14
"Western Illinois", 27, "North Dakota State", 22
"Arkansas", 25, "Auburn", 22
"Stanford", 24, "Arizona", 23
"Jackson State", 21, "Arkansas-Pine Bluff", 10
"Montana", 19, "Eastern Washington", 3
"Northern Iowa", 31, "Illinois State", 17
"Brigham Young", 21, "New Mexico", 3
"Maine", 27, "Delaware", 10
"Bowling Green", 37, "Akron", 33
"Eastern Kentucky", 38, "Jacksonville State", 35
"Marist", 34, "Bryant University", 7
"Alcorn State", 35, "Mississippi Valley State", 21
"Northern Arizona", 37, "Portland State", 17
"Southern University", 45, "Texas Southern", 14
"Oregon State", 66, "Washington State", 13
"Ball State", 24, "Western Kentucky", 7
"Louisiana-Lafayette", 59, "North Texas", 30
"Arkansas State", 37, "Louisiana-Monroe", 29
"Central Arkansas", 48, "Sam Houston State", 46
"Florida International", 31, "Middle Tennessee State", 21
"Northwestern State", 36, "Nicholls State", 28
"Stephen F. Austin", 49, "Kentucky Wesleyan", 0
"Baylor", 38, "Iowa State", 10
"San Jose State", 30, "Utah State", 7
"Oklahoma State", 28, "Missouri", 23
"Florida", 51, "LSU", 21
"Penn State", 48, "Wisconsin", 7
"Boise State", 24, "Southern Miss", 7
"Florida State", 26, "North Carolina State", 17
"TCU", 32, "Brigham Young", 7
"Tennessee-Martin", 35, "Tennessee Tech", 7
"Boise State", 27, "Hawaii", 7
"South Florida", 45, "Syracuse", 13
"Maryland", 26, "Wake Forest", 0
"William & Mary", 27, "Delaware", 3
"Northwestern", 48, "Purdue", 26
"New Hampshire", 33, "Northeastern", 21
"Rutgers", 12, "Connecticut", 10
"Miami (OH)", 27, "Bowling Green", 20
"Villanova", 44, "Rhode Island", 7
"Georgia Tech", 21, "Clemson", 17
"Central Michigan", 38, "Western Michigan", 28
"Iowa", 38, "Wisconsin", 16
"East Carolina", 30, "Memphis", 10
"Texas Tech", 43, "Texas A&M", 25
"Georgia", 24, "Vanderbilt", 14
"Nebraska", 35, "Iowa State", 7
"Harvard", 27, "Lehigh", 24
"Holy Cross", 44, "Dartmouth", 26
"Bucknell", 27, "Georgetown", 24
"Morgan State", 31, "Howard", 30, "(2OT)"
"Brown", 31, "Princeton", 10
"Colgate", 38, "Cornell", 22
"Pennsylvania", 15, "Columbia", 10
"Central Connecticut State", 35, "Duquesne", 23
"Dayton", 41, "Davidson", 22
"Delaware State", 42, "North Carolina A&T", 7
"Akron", 42, "Eastern Michigan", 35
"Fordham", 12, "Yale", 10
"Hampton", 35, "Norfolk State", 17
"Jacksonville", 40, "Morehead State", 9
"Albany", 26, "Sacred Heart", 21
"Wagner", 17, "St. Francis (PA)", 13
"Bryant University", 20, "Robert Morris", 7
"Wofford", 42, "Western Carolina", 14
"Utah", 49, "Colorado State", 16
"Furman", 34, "Citadel", 20
"Elon", 42, "Chattanooga", 7
"Drake", 45, "Campbell", 0
"Mississippi Valley State", 22, "Savannah State", 20
"Butler", 48, "Valparaiso", 21
"North Dakota", 42, "Western Washington", 32
"Eastern Illinois", 24, "Southeast Missouri State", 21
"Oklahoma State", 34, "Baylor", 6
"Appalachian State", 37, "Georgia Southern", 36
"Maine", 41, "Hofstra", 40, "(2OT)"
"Missouri State", 34, "Illinois State", 28
"Stephen F. Austin", 50, "Nicholls State", 39
"McNeese State", 28, "Sam Houston State", 17
"Stony Brook", 20, "Charleston Southern", 19
"Grambling State", 27, "Alabama State", 7
"Eastern Washington", 34, "Montana State", 17
"Montana", 43, "Sacramento State", 7
"Rice", 45, "Southern Miss", 40
"Weber State", 17, "Northern Colorado", 10
"Alabama", 24, "Mississippi", 20
"Oklahoma", 45, "Kansas", 31
"USC", 69, "Washington State", 0
"Ohio State", 45, "Michigan State", 7
"Virginia", 16, "North Carolina", 13, "(OT)"
"Pittsburgh", 42, "Navy", 21
"Louisville", 42, "Middle Tennessee State", 23
"Richmond", 30, "Massachusetts", 15
"Miami (FL)", 49, "Duke", 31
"Buffalo", 27, "Army", 24, "(OT)"
"Lafayette", 35, "Liberty", 21
"UAB", 23, "Marshall", 21
"Central Arkansas", 31, "Texas State", 24
"Nevada", 44, "Utah State", 17
"Northern Illinois", 38, "Toledo", 7
"Southern Illinois", 33, "Youngstown State", 0
"Western Illinois", 56, "Indiana State", 0
"UCLA", 23, "Stanford", 20
"Penn State", 46, "Michigan", 17
"Jacksonville State", 31, "Murray State", 21
"Prairie View A&M", 15, "Arkansas-Pine Bluff", 0
"Northern Iowa", 23, "North Dakota State", 13
"New Mexico", 70, "San Diego State", 7
"Gardner-Webb", 47, "Presbyterian", 21
"Tennessee State", 37, "Austin Peay", 34
"Kentucky", 21, "Arkansas", 20
"Florida Atlantic", 24, "Western Kentucky", 20
"Oregon State", 34, "Washington", 13
"Louisiana-Lafayette", 28, "Arkansas State", 23
"Coastal Carolina", 35, "North Carolina Central", 10
"Alabama A&M", 20, "Alcorn State", 13
"Louisiana Tech", 46, "Idaho", 14
"Louisiana-Monroe", 35, "North Texas", 23
"Southeastern Louisiana", 26, "Northwestern State", 21
"Cal Poly", 42, "South Dakota State", 28
"Florida A&M", 52, "Southern University", 49
"Tennessee", 34, "Mississippi State", 3
"Troy", 33, "Florida International", 23
"Colorado", 14, "Kansas State", 13
"Texas", 56, "Missouri", 31
"LSU", 24, "South Carolina", 17
"Boston College", 28, "Virginia Tech", 23
"San Jose State", 31, "New Mexico State", 14
"Tulsa", 77, "UTEP", 35
"Illinois", 55, "Indiana", 13
"Houston", 44, "Southern Methodist", 38
"Jackson State", 30, "Texas Southern", 14
"Northern Arizona", 52, "Idaho State", 30
"UC Davis", 55, "Iona", 24
"Arizona", 42, "California", 27
"Air Force", 29, "UNLV", 28
"Texas State", 45, "McNeese State", 42
"Tulsa", 37, "Southern Methodist", 31
"San Diego", 41, "Morehead State", 17
"UC Davis", 49, "Southern Utah", 26
"UTEP", 24, "Tulane", 21
"Air Force", 35, "San Diego State", 10
"Fresno State", 45, "Idaho", 32
"Oregon", 31, "UCLA", 24
"UCLA", 28, "Washington State", 3
"Temple", 14, "Ohio", 10
"West Virginia", 34, "Auburn", 17
"Tennessee-Martin", 31, "Jacksonville State", 30
"Air Force", 23, "New Mexico", 10
"Boise State", 33, "San Jose State", 16
"Texas Tech", 63, "Kansas", 21
"Ball State", 38, "Eastern Michigan", 16
"Indiana", 21, "Northwestern", 19
"Minnesota", 17, "Purdue", 6
"Connecticut", 40, "Cincinnati", 16
"North Carolina", 45, "Boston College", 24
"New Hampshire", 42, "Towson", 14
"Wisconsin", 27, "Illinois", 17
"Maine", 20, "Northeastern", 0
"Miami (FL)", 16, "Wake Forest", 10
"Central Michigan", 24, "Toledo", 23
"Oklahoma", 58, "Kansas State", 35
"Florida", 63, "Kentucky", 5
"Pennsylvania", 9, "Yale", 7
"Nebraska", 32, "Baylor", 20
"Brown", 27, "Cornell", 7
"Holy Cross", 35, "Lehigh", 21
"Massachusetts", 42, "Bryant University", 7
"Harvard", 24, "Princeton", 20
"Jacksonville", 30, "San Diego", 29
"Army", 14, "Louisiana Tech", 7
"Colgate", 52, "Bucknell", 28
"Butler", 31, "Morehead State", 21
"Dayton", 43, "Valparaiso", 7
"Sacred Heart", 29, "Duquesne", 17
"Lafayette", 48, "Fordham", 13
"Marist", 28, "Iona", 7
"Monmouth", 30, "Central Connecticut State", 20
"Morgan State", 20, "Delaware State", 3
"Florida A&M", 31, "Norfolk State", 28
"Robert Morris", 35, "Wagner", 3
"Georgia Southern", 38, "Western Carolina", 31, "(OT)"
"William & Mary", 34, "Rhode Island", 24
"Gardner-Webb", 34, "Virginia Military Institute", 27
"North Carolina A&T", 21, "Howard", 20
"Brigham Young", 42, "UNLV", 35
"Drake", 20, "Davidson", 17
"Southeast Missouri State", 27, "Tennessee State", 20, "(OT)"
"South Carolina State", 35, "Hampton", 13
"Bethune-Cookman", 27, "Winston-Salem", 6
"South Dakota State", 49, "Indiana State", 9
"Montana", 41, "Northern Colorado", 20
"North Dakota State", 25, "Illinois State", 7
"Southern Illinois", 23, "Missouri State", 17
"Duke", 10, "Vanderbilt", 7
"Richmond", 48, "Georgetown", 0
"Fresno State", 30, "Utah State", 28
"Texas Southern", 30, "Alcorn State", 29
"Eastern Kentucky", 20, "Eastern Illinois", 7
"Wofford", 55, "Elon", 20
"Delaware", 17, "Hofstra", 0
"Northwestern State", 24, "Sam Houston State", 16
"Samford", 28, "Citadel", 10
"Texas State", 62, "Stephen F. Austin", 21
"Rice", 42, "Tulane", 17
"Texas", 28, "Oklahoma State", 24
"Georgia", 52, "LSU", 38
"Louisville", 24, "South Florida", 20
"Rutgers", 54, "Pittsburgh", 34
"Virginia", 24, "Georgia Tech", 17
"Florida State", 30, "Virginia Tech", 20
"California", 41, "UCLA", 20
"Maryland", 27, "North Carolina State", 24
"Michigan State", 35, "Michigan", 21
"Kent State", 54, "Miami (OH)", 21
"James Madison", 23, "Villanova", 19
"Alabama A&M", 17, "Alabama State", 16
"Appalachian State", 26, "Furman", 14
"Arkansas-Pine Bluff", 42, "Lincoln (MO)", 0
"Liberty", 42, "Charleston Southern", 0
"Navy", 34, "Southern Methodist", 7
"Columbia", 21, "Dartmouth", 13
"Albany", 27, "St. Francis (PA)", 3
"Northern Illinois", 16, "Bowling Green", 13
"Northern Iowa", 21, "Youngstown State", 20
"Portland State", 36, "Idaho State", 13
"Idaho", 20, "New Mexico State", 14
"Jackson State", 29, "Mississippi Valley State", 27
"Montana State", 31, "Sacramento State", 20
"TCU", 54, "Wyoming", 7
"Weber State", 42, "Northern Arizona", 14
"Missouri", 58, "Colorado", 0
"Mississippi", 23, "Arkansas", 21
"Texas A&M", 49, "Iowa State", 35
"Troy", 45, "North Texas", 17
"Stony Brook", 28, "Coastal Carolina", 24
"Mississippi State", 31, "Middle Tennessee State", 22
"Austin Peay", 31, "Tennessee Tech", 28
"Central Arkansas", 28, "Southeastern Louisiana", 21
"Florida Atlantic", 29, "Louisiana-Monroe", 28
"Prairie View A&M", 24, "Southern University", 23
"Alabama", 29, "Tennessee", 9
"Penn State", 13, "Ohio State", 6
"Memphis", 36, "Southern Miss", 30
"Notre Dame", 33, "Washington", 7
"Nicholls State", 38, "McNeese State", 35
"UC Davis", 34, "North Dakota", 21
"Cal Poly", 69, "Southern Utah", 41
"Colorado State", 38, "San Diego State", 34
"Oregon", 54, "Arizona State", 20
"USC", 17, "Arizona", 10
"Hawaii", 38, "Nevada", 31
"Tulsa", 49, "UCF", 19
"Buffalo", 32, "Ohio", 19
"Marshall", 37, "Houston", 23
"Cincinnati", 24, "South Florida", 10
"Sacred Heart", 42, "Wagner", 20
"Appalachian State", 70, "Wofford", 24
"Northwestern", 24, "Minnesota", 17
"Michigan State", 25, "Wisconsin", 24
"West Virginia", 35, "Connecticut", 13
"Central Michigan", 37, "Indiana", 34
"New Hampshire", 45, "Hofstra", 25
"Brown", 34, "Pennsylvania", 27
"Massachusetts", 49, "Rhode Island", 0
"Miami (FL)", 24, "Virginia", 17, "(OT)"
"Maine", 55, "Iona", 7
"Air Force", 16, "Army", 7
"Jacksonville", 45, "Butler", 9
"Purdue", 48, "Michigan", 42
"Bryant University", 24, "Duquesne", 10
"South Dakota", 63, "North Greenville", 0
"William & Mary", 34, "Towson", 14
"Yale", 27, "Columbia", 12
"Holy Cross", 34, "Bucknell", 17
"Mississippi", 17, "Auburn", 7
"Harvard", 35, "Dartmouth", 7
"Kansas", 52, "Kansas State", 21
"Lehigh", 33, "Georgetown", 13
"Norfolk State", 49, "Howard", 12
"Villanova", 20, "Northeastern", 14
"Princeton", 31, "Cornell", 26
"Albany", 35, "Monmouth", 17
"Davidson", 49, "Campbell", 0
"South Carolina State", 23, "Delaware State", 17
"Fordham", 45, "Marist", 21
"Morehead State", 44, "Valparaiso", 10
"Robert Morris", 27, "Central Connecticut State", 14
"Georgia Southern", 44, "Citadel", 41, "(3OT)"
"Western Carolina", 27, "Chattanooga", 7
"Northern Iowa", 30, "Western Illinois", 6
"Colgate", 21, "Lafayette", 13
"Charleston Southern", 31, "Virginia Military Institute", 21
"North Carolina Central", 34, "Edward Waters", 14
"Presbyterian", 31, "Liberty", 28
"Arkansas", 30, "Tulsa", 23
"Bowling Green", 45, "Kent State", 30
"Alabama State", 24, "Alcorn State", 17
"Winston-Salem", 35, "Hampton", 30
"Grambling State", 35, "Mississippi Valley State", 14
"Nicholls State", 20, "Central Arkansas", 17
"Savannah State", 23, "Concordia College", 7
"Eastern Kentucky", 29, "Southeast Missouri State", 16
"South Dakota State", 43, "Missouri State", 13
"Western Michigan", 31, "Eastern Michigan", 10
"Wyoming", 35, "San Diego State", 10
"Montana State", 20, "Northern Colorado", 7
"Montana", 45, "Northern Arizona", 10
"Texas A&M", 24, "Colorado", 17
"Kentucky", 14, "Mississippi State", 13
"Eastern Illinois", 34, "Murray State", 6
"Illinois State", 54, "Youngstown State", 44
"Louisiana Tech", 38, "Fresno State", 35
"Pittsburgh", 36, "Notre Dame", 33, "(OT)"
"Alabama", 35, "Arkansas State", 0
"Missouri", 31, "Baylor", 28
"Morgan State", 13, "Florida A&M", 10
"Jacksonville State", 35, "Austin Peay", 22
"Southern Illinois", 40, "North Dakota", 21
"Utah State", 30, "Hawaii", 14
"Sam Houston State", 34, "Stephen F. Austin", 31, "(2OT)"
"Furman", 28, "Samford", 27
"Gardner-Webb", 34, "Stony Brook", 33
"Weber State", 31, "Portland State", 21
"Florida", 49, "Georgia", 10
"Oklahoma State", 59, "Iowa State", 17
"Georgia Tech", 31, "Florida State", 28
"California", 26, "Oregon", 16
"Clemson", 27, "Boston College", 21
"Wake Forest", 33, "Duke", 30, "(OT)"
"James Madison", 41, "Delaware", 7
"Illinois", 27, "Iowa", 24
"Navy", 33, "Temple", 27, "(OT)"
"Northwestern State", 34, "Texas State", 31, "(OT)"
"Bethune-Cookman", 24, "North Carolina A&T", 14
"North Texas", 51, "Western Kentucky", 40
"Stanford", 58, "Washington State", 0
"San Jose State", 30, "Idaho", 24
"Louisiana-Lafayette", 49, "Florida International", 20
"Sacramento State", 15, "Eastern Washington", 13
"Brigham Young", 45, "Colorado State", 42
"Southern University", 31, "Arkansas-Pine Bluff", 24, "(2OT)"
"Tennessee State", 41, "Tennessee Tech", 14
"USC", 56, "Washington", 0
"Boise State", 49, "New Mexico State", 0
"Syracuse", 28, "Louisville", 21
"Louisiana-Monroe", 31, "Troy", 30
"North Dakota State", 34, "Indiana State", 7
"McNeese State", 24, "Southeastern Louisiana", 14
"South Carolina", 27, "Tennessee", 6
"Texas Tech", 39, "Texas", 33
"Oklahoma", 62, "Nebraska", 28
"TCU", 44, "UNLV", 14
"LSU", 35, "Tulane", 10
"Southern Miss", 70, "UAB", 14
"Dayton", 30, "San Diego", 22
"Cal Poly", 49, "Idaho State", 10
"Rice", 49, "UTEP", 44
"Utah", 13, "New Mexico", 10
"Oregon State", 27, "Arizona State", 25
"East Carolina", 13, "UCF", 10, "(OT)"
"Buffalo", 37, "Miami (OH)", 17
"Ball State", 45, "Northern Illinois", 14
"Akron", 47, "Toledo", 30
"Virginia Tech", 23, "Maryland", 13
"South Carolina State", 56, "Howard", 0
"Utah", 13, "TCU", 10
"Pennsylvania", 14, "Princeton", 9
"Nevada", 41, "Fresno State", 28
"Texas", 45, "Baylor", 21
"Ohio State", 45, "Northwestern", 10
"Michigan State", 21, "Purdue", 7
"North Carolina", 28, "Georgia Tech", 7
"Pittsburgh", 41, "Louisville", 7
"Delaware", 31, "Towson", 21
"Wisconsin", 55, "Indiana", 20
"Harvard", 42, "Columbia", 28
"Maine", 21, "Massachusetts", 20
"Michigan", 29, "Minnesota", 6
"Rutgers", 35, "Syracuse", 17
"Samford", 27, "Georgia Southern", 17
"Central Connecticut State", 36, "St. Francis (PA)", 0
"Western Michigan", 23, "Illinois", 17
"Georgia", 42, "Kentucky", 38
"Georgetown", 13, "Marist", 12
"Holy Cross", 38, "Fordham", 17
"Colgate", 34, "Lehigh", 33
"Yale", 13, "Brown", 3
"Cornell", 37, "Dartmouth", 14
"Stony Brook", 68, "Iona", 9
"Lafayette", 38, "Bucknell", 21
"Dayton", 28, "Butler", 21, "(OT)"
"San Diego", 28, "Davidson", 24
"Winston-Salem", 27, "Delaware State", 26
"Richmond", 34, "Hofstra", 14
"Monmouth", 19, "Sacred Heart", 7
"Norfolk State", 35, "Morgan State", 9
"Albany", 41, "Robert Morris", 7
"South Carolina", 34, "Arkansas", 21
"Wyoming", 13, "Tennessee", 7
"Duquesne", 14, "Wagner", 0
"Youngstown State", 35, "Indiana State", 21
"Charleston Southern", 29, "Presbyterian", 18
"Elon", 33, "Western Carolina", 14
"Florida A&M", 45, "North Carolina A&T", 7
"Liberty", 38, "Virginia Military Institute", 26
"Colorado", 28, "Iowa State", 24
"Boise State", 49, "Utah State", 14
"Brigham Young", 41, "San Diego State", 12
"Murray State", 17, "Southeast Missouri State", 10
"Bowling Green", 28, "Ohio", 3
"Appalachian State", 49, "Chattanooga", 7
"Prairie View A&M", 24, "Alabama A&M", 10
"Jackson State", 20, "Alabama State", 0
"Drake", 19, "Morehead State", 15
"Bethune-Cookman", 17, "Hampton", 6
"Tennessee State", 45, "Eastern Illinois", 24
"Jacksonville", 40, "Valparaiso", 24
"Eastern Washington", 31, "Northern Colorado", 16
"South Dakota State", 52, "Illinois State", 21
"Auburn", 37, "Tennessee-Martin", 20
"Nebraska", 45, "Kansas", 35
"Jacksonville State", 41, "Tennessee Tech", 17
"Southern Illinois", 24, "Western Illinois", 14
"South Dakota", 37, "Southern Oregon", 0
"Rice", 38, "Army", 31
"Texas State", 38, "Southeastern Louisiana", 24
"Memphis", 31, "Southern Methodist", 26
"Mississippi Valley State", 58, "Texas Southern", 44
"Wofford", 33, "Citadel", 28
"Alabama", 27, "LSU", 21, "(OT)"
"Iowa", 24, "Penn State", 23
"Oklahoma", 66, "Texas A&M", 28
"Florida State", 41, "Clemson", 27
"North Carolina State", 27, "Duke", 17
"East Carolina", 19, "Marshall", 16, "(OT)"
"Wake Forest", 28, "Virginia", 17
"Villanova", 24, "New Hampshire", 13
"Southern Miss", 17, "UCF", 6
"Coastal Carolina", 23, "Gardner-Webb", 18
"Middle Tennessee State", 24, "Louisiana-Monroe", 21
"Oregon", 35, "Stanford", 28
"Troy", 17, "Western Kentucky", 7
"Weber State", 59, "Idaho State", 27
"Hawaii", 42, "New Mexico State", 30
"Florida Atlantic", 46, "North Texas", 13
"Montana", 29, "Portland State", 12
"Arizona", 59, "Washington State", 28
"Sacramento State", 29, "UC Davis", 19
"Central Arkansas", 42, "Northwestern State", 6
"Edward Waters", 26, "Savannah State", 21
"Sam Houston State", 47, "Nicholls State", 37
"Grambling State", 28, "Arkansas-Pine Bluff", 7
"Northern Iowa", 42, "Missouri State", 0
"Air Force", 38, "Colorado State", 17
"Montana State", 25, "Northern Arizona", 23
"Oregon State", 34, "UCLA", 6
"Missouri", 41, "Kansas State", 24
"Cincinnati", 26, "West Virginia", 23, "(OT)"
"UTEP", 37, "Louisiana-Lafayette", 24
"Florida International", 22, "Arkansas State", 21
"William & Mary", 38, "Northeastern", 17
"Cal Poly", 49, "North Carolina Central", 3
"Arizona State", 39, "Washington", 19
"Texas Tech", 56, "Oklahoma State", 20
"Florida", 42, "Vanderbilt", 14
"USC", 17, "California", 3
"Louisiana Tech", 21, "San Jose State", 0
"Boston College", 17, "Notre Dame", 0
"Houston", 42, "Tulane", 14
"McNeese State", 42, "Stephen F. Austin", 31
"Southern Utah", 15, "North Dakota", 14
"UNLV", 27, "New Mexico", 20
"Ball State", 31, "Miami (OH)", 16
"Kent State", 41, "Temple", 38
"Central Michigan", 33, "Northern Illinois", 30, "(OT)"
"Buffalo", 43, "Akron", 40, "(OT)"
"Miami (FL)", 16, "Virginia Tech", 14
"UNLV", 22, "Wyoming", 14
"Cincinnati", 28, "Louisville", 20
"Ohio State", 30, "Illinois", 20
"Yale", 14, "Princeton", 0
"Rutgers", 49, "South Florida", 16
"Northwestern", 21, "Michigan", 14
"New Hampshire", 52, "Massachusetts", 21
"Harvard", 24, "Pennsylvania", 21
"Maine", 37, "Rhode Island", 7
"Clemson", 31, "Duke", 7
"Jacksonville", 41, "Drake", 9
"Valparaiso", 47, "Campbell", 14
"Marist", 24, "Davidson", 19
"Notre Dame", 27, "Navy", 21
"Maine", 37, "Rhodes", 7
"Penn State", 34, "Indiana", 7
"Iowa", 22, "Purdue", 17
"Northern Iowa", 28, "Indiana State", 0
"Texas", 35, "Kansas", 7
"Georgia", 17, "Auburn", 13
"Brown", 45, "Dartmouth", 16
"Columbia", 17, "Cornell", 7
"Lehigh", 31, "Bucknell", 15
"Florida A&M", 45, "Hampton", 24
"Middle Tennessee State", 21, "Western Kentucky", 10
"Villanova", 34, "Towson", 31
"Bryant University", 23, "Iona", 7
"Holy Cross", 27, "Lafayette", 26
"Albany", 30, "Wagner", 11
"Morehead State", 14, "Dayton", 13
"Monmouth", 37, "Duquesne", 14
"Eastern Kentucky", 34, "Murray State", 7
"Fordham", 17, "Georgetown", 0
"Hofstra", 42, "Northeastern", 14
"Central Connecticut State", 49, "Sacred Heart", 14
"Robert Morris", 35, "St. Francis (PA)", 20
"Savannah State", 24, "Webber International", 7
"Delaware State", 34, "Norfolk State", 28
"James Madison", 48, "William & Mary", 24
"Charleston Southern", 48, "Edward Waters", 6
"North Carolina Central", 23, "Winston-Salem", 16
"Coastal Carolina", 21, "Presbyterian", 13
"Colorado State", 20, "New Mexico", 6
"Mississippi", 59, "Louisiana-Monroe", 0
"Tennessee-Martin", 31, "Southeast Missouri State", 21
"North Dakota State", 48, "Missouri State", 27
"Citadel", 24, "Chattanooga", 21
"Western Michigan", 27, "Toledo", 17
"Montana State", 49, "Portland State", 32
"Montana", 29, "Idaho State", 10
"Western Illinois", 48, "Illinois State", 45, "(OT)"
"Austin Peay", 15, "Eastern Illinois", 13
"Louisiana Tech", 45, "Utah State", 38
"Jacksonville State", 26, "Tennessee State", 21
"Southern Illinois", 38, "South Dakota State", 35
"South Dakota", 42, "Southern Utah", 20
"Prairie View A&M", 37, "Alcorn State", 3
"Wofford", 28, "Samford", 7
"Southern Miss", 21, "East Carolina", 3
"UAB", 41, "Tulane", 24
"Georgia Southern", 17, "Furman", 10
"Florida", 56, "South Carolina", 6
"Maryland", 17, "North Carolina", 15
"Brigham Young", 38, "Air Force", 24
"Oregon State", 34, "California", 21
"North Carolina State", 21, "Wake Forest", 17
"Richmond", 31, "Delaware", 14
"Wisconsin", 35, "Minnesota", 32
"Appalachian State", 24, "Elon", 16
"Stony Brook", 40, "Virginia Military Institute", 26
"Nebraska", 56, "Kansas State", 28
"Texas State", 34, "Nicholls State", 10
"Bethune-Cookman", 14, "Howard", 12
"Florida Atlantic", 40, "Louisiana-Lafayette", 29
"Jackson State", 37, "Alabama A&M", 21
"South Carolina State", 32, "Morgan State", 0
"Baylor", 41, "Texas A&M", 21
"Nevada", 41, "San Jose State", 17
"UCF", 30, "Marshall", 14
"Boise State", 45, "Idaho", 10
"Fresno State", 24, "New Mexico State", 17
"Arkansas-Pine Bluff", 34, "Mississippi Valley State", 0
"Sacramento State", 45, "Northern Colorado", 25
"Eastern Washington", 28, "Northern Arizona", 13
"Arizona State", 31, "Washington State", 0
"Oregon", 55, "Arizona", 45
"Missouri", 52, "Iowa State", 20
"USC", 45, "Stanford", 23
"Connecticut", 39, "Syracuse", 14
"McNeese State", 24, "Northwestern State", 17
"Southeastern Louisiana", 30, "Sam Houston State", 27, "(OT)"
"Southern University", 15, "Alabama State", 0
"Central Arkansas", 49, "Stephen F. Austin", 41
"Cal Poly", 51, "UC Davis", 28
"Liberty", 30, "Gardner-Webb", 10
"Alabama", 32, "Mississippi State", 7
"Oklahoma State", 30, "Colorado", 17
"Boston College", 27, "Florida State", 17
"LSU", 40, "Troy", 31
"Houston", 70, "Tulsa", 30
"Vanderbilt", 31, "Kentucky", 24
"Utah", 63, "San Diego State", 14
"San Diego", 34, "Butler", 17
"UTEP", 36, "Southern Methodist", 10
"UCLA", 27, "Washington", 7
"Northern Illinois", 42, "Kent State", 14
"Ball State", 31, "Central Michigan", 24
"Georgia Tech", 41, "Miami (FL)", 23
"Grambling State", 33, "Texas Southern", 7
"Buffalo", 40, "Bowling Green", 34, "(OT)"
"Toledo", 42, "Miami (OH)", 14
"Fresno State", 24, "San Jose State", 10
"Ohio State", 42, "Michigan", 7
"North Carolina State", 41, "North Carolina", 10
"West Virginia", 35, "Louisville", 21
"Harvard", 10, "Yale", 0
"Rutgers", 30, "Army", 3
"Clemson", 13, "Virginia", 3
"Jacksonville", 19, "Dayton", 14
"New Hampshire", 28, "Maine", 24
"Davidson", 46, "Butler", 34
"Purdue", 62, "Indiana", 10
"Richmond", 23, "William & Mary", 20, "(OT)"
"Wofford", 35, "Furman", 10
"Missouri State", 27, "Indiana State", 24, "(OT)"
"Brown", 41, "Columbia", 10
"Tennessee", 20, "Vanderbilt", 10
"Delaware State", 10, "Howard", 6
"Rhode Island", 29, "Northeastern", 14
"Princeton", 28, "Dartmouth", 10
